Basket ID,Basket Display Name,Status,Reviewed On,Reviewed,On,Reviewed By
26252,Racial affirmative action -- at educational institutions,"Reviewed, Changed",4/4/2017 14:15:13,4/4/2017,14:15:13,Alex
26254,Racial affirmative action -- and stigma,"Reviewed, Changed",4/4/2017 14:15:10,4/4/2017,14:15:10,Alex
26255,Racial affirmative action -- justifications for,"Reviewed, Changed",4/4/2017 14:15:06,4/4/2017,14:15:06,Alex
26253,Racial affirmative action -- in employment,"Reviewed, Changed",4/4/2017 14:15:04,4/4/2017,14:15:04,Alex
46490,Racial affirmative action,"Reviewed, Changed",4/4/2017 14:13:12,4/4/2017,14:13:12,Alex
12175,"Flaubert, Gustave -- Flaubertian elements in The Awakening","Reviewed, Changed",4/4/2017 12:58:44,4/4/2017,12:58:44,Alex
12177,"Flaubert, Gustave -- psychological conflicts of","Reviewed, Changed",4/4/2017 12:58:21,4/4/2017,12:58:21,Alex
12176,"Flaubert, Gustave -- presence in Madame Bovary","Reviewed, Changed",4/4/2017 12:58:04,4/4/2017,12:58:04,Alex
12268,"Shakespeare, works of -- King Lear","Reviewed, Changed",4/4/2017 12:53:38,4/4/2017,12:53:38,Alex
31706,"Edge, The","Reviewed, Changed",4/4/2017 12:50:54,4/4/2017,12:50:54,Alex
15419,"Edelson, Marshall","Reviewed, Changed",4/4/2017 12:49:21,4/4/2017,12:49:21,Alex
30491,"Edelman, Murray J. -- on crisis","Reviewed, Changed",4/4/2017 12:46:04,4/4/2017,12:46:04,Alex
21209,"Theory of Public Finance: A Study in Public Economics, The (Musgrave)","Reviewed, Changed",4/4/2017 12:34:57,4/4/2017,12:34:57,Alex
26776,Bureau of Indian Affairs,"Reviewed, Changed",4/4/2017 12:34:28,4/4/2017,12:34:28,Alex
20750,"Economics of Industrial Innovation, The (Freeman)","Reviewed, Changed",4/4/2017 12:30:33,4/4/2017,12:30:33,Alex
26250,"Posner, Richard -- and word-of-mouth recruiting","Reviewed, Changed",4/4/2017 12:23:23,4/4/2017,12:23:23,Alex
26249,"Posner, Richard -- and value of education","Reviewed, Changed",4/4/2017 12:23:18,4/4/2017,12:23:18,Alex
26248,"Posner, Richard -- and racial stigma","Reviewed, Changed",4/4/2017 12:23:12,4/4/2017,12:23:12,Alex
26247,"Posner, Richard -- and pregnancy discrimination","Reviewed, Changed",4/4/2017 12:23:07,4/4/2017,12:23:07,Alex
26246,"Posner, Richard -- and moralism","Reviewed, Changed",4/4/2017 12:22:59,4/4/2017,12:22:59,Alex
26245,"Posner, Richard -- and gay marriage","Reviewed, Changed",4/4/2017 12:22:53,4/4/2017,12:22:53,Alex
26244,"Posner, Richard -- and formal equality arguments","Reviewed, Changed",4/4/2017 12:22:47,4/4/2017,12:22:47,Alex
26243,"Posner, Richard -- and employment at will","Reviewed, Changed",4/4/2017 12:22:39,4/4/2017,12:22:39,Alex
26242,"Posner, Richard -- and Aid to Families with Dependent Children","Reviewed, Changed",4/4/2017 12:22:33,4/4/2017,12:22:33,Alex
2985,"Posner, Richard A.","Reviewed, Changed",4/4/2017 12:22:19,4/4/2017,12:22:19,Alex
21582,"""Finding"" the other","Reviewed, Changed",4/4/2017 12:18:57,4/4/2017,12:18:57,Alex
37462,Eating disorders -- background of respondents,"Reviewed, Changed",4/4/2017 12:17:51,4/4/2017,12:17:51,Alex
31965,Post-Traumatic Stress Disorder (PTSD),"Reviewed, Changed",4/4/2017 12:14:38,4/4/2017,12:14:38,Alex
45504,eating -- dining and,"Reviewed, Changed",4/4/2017 12:04:36,4/4/2017,12:04:36,Alex
2204,West vs. non-West dichotomy.,"Reviewed, Changed",4/4/2017 12:03:58,4/4/2017,12:03:58,Alex
5141,D'ni (Dunny),"Reviewed, Changed",4/4/2017 12:00:48,4/4/2017,12:00:48,Alex
5143,Easter eggs,"Reviewed, Changed",4/4/2017 12:00:26,4/4/2017,12:00:26,Alex
26847,Earned income credit program,"Reviewed, Changed",4/4/2017 11:58:06,4/4/2017,11:58:06,Alex
8843,"University of Pennsylvania, Early Novels Database","Reviewed, Changed",4/4/2017 11:51:49,4/4/2017,11:51:49,Alex
17812,Esther,"Reviewed, Changed",4/4/2017 11:50:31,4/4/2017,11:50:31,Alex
14022,"Eagleton, Thomas","Reviewed, Changed",4/4/2017 11:50:05,4/4/2017,11:50:05,Alex
16902,"Eagle, Morris","Reviewed, Changed",4/4/2017 11:48:20,4/4/2017,11:48:20,Alex
29605,"Byron, Lord (George Gordon Noel)","Reviewed, Changed",4/3/2017 13:27:41,4/3/2017,13:27:41,Alex
20601,Judges -- Byron White,"Reviewed, Changed",4/3/2017 13:26:53,4/3/2017,13:26:53,Alex
29607,"Byron, George Gordon -- ""The Prisoner of Chillon""","Reviewed, Changed",4/3/2017 13:25:50,4/3/2017,13:25:50,Alex
29608,"Byron, George Gordon: Cain -- A Mystery","Reviewed, Changed",4/3/2017 13:25:36,4/3/2017,13:25:36,Alex
37376,"Bynum, Caroline Walker","Reviewed, Changed",4/3/2017 13:23:40,4/3/2017,13:23:40,Alex
1081,"Cabrel, Francis","Reviewed, Changed",4/3/2017 13:23:20,4/3/2017,13:23:20,Alex
8120,Buzzfeed,"Reviewed, Changed",4/3/2017 13:22:49,4/3/2017,13:22:49,Alex
9641,FOX,"Reviewed, Changed",4/3/2017 13:22:18,4/3/2017,13:22:18,Alex
35272,"Butler, Judith","Reviewed, Changed",4/3/2017 13:20:23,4/3/2017,13:20:23,Alex
19608,Sophia,"Reviewed, Changed",4/3/2017 13:17:51,4/3/2017,13:17:51,Alex
20140,Slavery -- Bushrod Washington's involvement with,"Reviewed, Changed",4/3/2017 13:15:42,4/3/2017,13:15:42,Alex
12644,"Bush, George -- personal relationships with world leaders","Reviewed, Changed",4/3/2017 13:14:30,4/3/2017,13:14:30,Alex
3281,"Cabell, Pete","Reviewed, Changed",4/3/2017 13:09:07,4/3/2017,13:09:07,Alex
8675,computer-aided design (CAD),"Reviewed, Changed",4/3/2017 13:08:52,4/3/2017,13:08:52,Alex
46488,"Burns, Jerry","Reviewed, Changed",4/3/2017 13:07:36,4/3/2017,13:07:36,Alex
35076,"Burns, James MacGregor","Reviewed, Changed",4/3/2017 13:07:19,4/3/2017,13:07:19,Alex
40240,Burnout -- among teachers,"Reviewed, Changed",4/3/2017 13:04:28,4/3/2017,13:04:28,Alex
40239,"Burnout, among students","Reviewed, Changed",4/3/2017 13:04:25,4/3/2017,13:04:25,Alex
29604,"Burnett, Frances Hodgson: A Little Princess","Reviewed, Changed",4/3/2017 13:03:13,4/3/2017,13:03:13,Alex
272,France,"Reviewed, Changed",4/3/2017 13:02:58,4/3/2017,13:02:58,Alex
28638,Myanmar,"Reviewed, Changed",4/3/2017 12:59:09,4/3/2017,12:59:09,Alex
35270,"Burke, Kenneth","Reviewed, Changed",4/3/2017 12:57:50,4/3/2017,12:57:50,Alex
20240,Buridan's ass,"Reviewed, Changed",4/3/2017 12:57:21,4/3/2017,12:57:21,Alex
45468,"Buridan, Jean","Reviewed, Changed",4/3/2017 12:57:10,4/3/2017,12:57:10,Alex
26131,"Burger, Chief Justice","Reviewed, Changed",4/3/2017 12:55:51,4/3/2017,12:55:51,Alex
32244,Bureau of the Census,"Reviewed, Changed",4/3/2017 12:54:29,4/3/2017,12:54:29,Alex
10866,"Burawoy, Michael","Reviewed, Changed",4/3/2017 12:50:41,4/3/2017,12:50:41,Alex
29603,"Bunyan, John: The Pilgrim's Progress","Reviewed, Changed",4/3/2017 12:50:13,4/3/2017,12:50:13,Alex
33918,"Bunche, Ralph J.","Reviewed, Changed",4/3/2017 12:49:49,4/3/2017,12:49:49,Alex
15764,Ijime (bullying),"Reviewed, Changed",4/3/2017 12:48:27,4/3/2017,12:48:27,Alex
28568,Sexual abuse,"Reviewed, Changed",4/3/2017 12:39:44,4/3/2017,12:39:44,Alex
31622,Buffalo Afternoon (Schaeffer),"Reviewed, Changed",4/3/2017 12:33:19,4/3/2017,12:33:19,Alex
45871,"Pearl, The","Reviewed, Changed",4/3/2017 12:27:13,4/3/2017,12:27:13,Alex
11964,"Williams, R.","Reviewed, Changed",4/3/2017 12:23:24,4/3/2017,12:23:24,Alex
262,Facebook,"Reviewed, Changed",4/3/2017 12:22:46,4/3/2017,12:22:46,Alex
261,European Union (EU),"Reviewed, Changed",4/3/2017 12:21:31,4/3/2017,12:21:31,Alex
8112,Bucks,"Reviewed, Changed",4/3/2017 12:20:34,4/3/2017,12:20:34,Alex
45898,regime of attraction: Bryant's concept of,"Reviewed, Changed",4/3/2017 12:14:20,4/3/2017,12:14:20,Alex
45615,exo-relations: Bryant's concept of,"Reviewed, Changed",4/3/2017 12:14:05,4/3/2017,12:14:05,Alex
35268,"Bryant, Anita","Reviewed, Changed",4/3/2017 12:13:29,4/3/2017,12:13:29,Alex
22365,"""Brutus""","Reviewed, Changed",4/3/2017 12:09:34,4/3/2017,12:09:34,Alex
735,"Lupton, Julia Reinhardt","Reviewed, Changed",4/3/2017 12:07:26,4/3/2017,12:07:26,Alex
35748,Julia,"Reviewed, Changed",4/3/2017 12:06:26,4/3/2017,12:06:26,Alex
19054,"Brunswick, Ruth Mack","Reviewed, Changed",4/3/2017 12:04:46,4/3/2017,12:04:46,Alex
10865,"Bruner, Jerome S.","Reviewed, Changed",4/3/2017 12:03:35,4/3/2017,12:03:35,Alex
15373,"Brown, Norman O.","Reviewed, Changed",4/3/2017 12:01:25,4/3/2017,12:01:25,Alex
5575,"Brown, Michael","Reviewed, Changed",4/3/2017 12:00:46,4/3/2017,12:00:46,Alex
7526,"Brown, Lucy Madox","Reviewed, Changed",4/3/2017 12:00:05,4/3/2017,12:00:05,Alex
30770,martyrdom -- in Welch's rhetoric,"Reviewed, Changed",4/3/2017 11:56:26,4/3/2017,11:56:26,Alex
10864,"Brown, P.","Reviewed, Changed",4/3/2017 11:53:07,4/3/2017,11:53:07,Alex
35266,"Brown, Ralph","Reviewed, Changed",4/3/2017 11:52:35,4/3/2017,11:52:35,Alex
13991,"Browning, Rufus P.","Reviewed, Changed",4/3/2017 11:47:30,4/3/2017,11:47:30,Alex
33915,"Brown, H. Rap","Reviewed, Changed",4/3/2017 11:46:43,4/3/2017,11:46:43,Alex
35265,"Brown, Howard","Reviewed, Changed",4/3/2017 11:46:21,4/3/2017,11:46:21,Alex
7525,"Brown, Ford Madox","Reviewed, Changed",4/3/2017 11:46:11,4/3/2017,11:46:11,Alex
35073,"Brown, F. G.","Reviewed, Changed",4/3/2017 11:45:26,4/3/2017,11:45:26,Alex
37369,"Brothers, Doris","Reviewed, Changed",4/3/2017 11:43:17,4/3/2017,11:43:17,Alex
30221,"Wideman, John Edgar: Brothers and Keepers","Reviewed, Changed",4/3/2017 11:42:44,4/3/2017,11:42:44,Alex
26491,"Eliot, George, writings -- ""Brother Jacob""","Reviewed, Changed",4/3/2017 11:42:02,4/3/2017,11:42:02,Alex
26490,"Eliot, George, writings -- ""Brother and Sister Sonnets""","Reviewed, Changed",4/3/2017 11:40:55,4/3/2017,11:40:55,Alex
9678,"Habermas, Jurgen","Reviewed, Changed",4/1/2017 16:04:06,4/1/2017,16:04:06,michel
27834,"Brooks, Romaine -- 70 Dessins","Reviewed, Changed",3/31/2017 15:46:29,3/31/2017,15:46:29,Alex
1078,"Brooks, David","Reviewed, Changed",3/31/2017 15:45:46,3/31/2017,15:45:46,Alex
15372,"Brooks, Cleanth","Reviewed, Changed",3/31/2017 15:42:59,3/31/2017,15:42:59,Alex
42615,Little Tokyo (L.A.) -- Bronzeville,"Reviewed, Changed",3/31/2017 15:41:18,3/31/2017,15:41:18,Alex
12484,"Brontë, Emily -- Wuthering Heights","Reviewed, Changed",3/31/2017 15:39:02,3/31/2017,15:39:02,Alex
12059,"Brontë, Emily -- analysis of Wuthering Heights","Reviewed, Changed",3/31/2017 15:38:20,3/31/2017,15:38:20,Alex
12058,"Brontë, Charlotte -- analysis of Jane Eyre","Reviewed, Changed",3/31/2017 15:37:40,3/31/2017,15:37:40,Alex
17771,Brody,"Reviewed, Changed",3/31/2017 15:29:46,3/31/2017,15:29:46,Alex
24774,Id,"Reviewed, Changed",3/31/2017 15:27:14,3/31/2017,15:27:14,Alex
8660,interdisciplinarity (ID) -- broad,"Reviewed, Changed",3/31/2017 15:25:09,3/31/2017,15:25:09,Alex
7501,Biograph,"Reviewed, Changed",3/31/2017 15:20:38,3/31/2017,15:20:38,Alex
10069,BBC (British Broadcasting Corporation),"Reviewed, Changed",3/31/2017 15:20:07,3/31/2017,15:20:07,Alex
31194,"Brigham, Carl C.","Reviewed, Changed",3/31/2017 15:18:11,3/31/2017,15:18:11,Alex
43901,"Briggs, Reuel (character in Of One Blood)","Reviewed, Changed",3/31/2017 15:16:32,3/31/2017,15:16:32,Alex
2555,Judges -- Stephen Breyer,"Reviewed, Changed",3/31/2017 15:15:06,3/31/2017,15:15:06,Alex
37367,"Breuer, Josef","Reviewed, Changed",3/31/2017 15:12:04,3/31/2017,15:12:04,Alex
20238,Judges -- William Brennan,"Reviewed, Changed",3/31/2017 14:57:02,3/31/2017,14:57:02,Alex
15370,"Breger, Louis","Reviewed, Changed",3/31/2017 14:55:23,3/31/2017,14:55:23,Alex
21346,Breasts -- magical reparation through,"Reviewed, Changed",3/31/2017 14:50:08,3/31/2017,14:50:08,Alex
21345,Women in works of Dickens -- absence of breasts in,"Reviewed, Changed",3/31/2017 14:47:43,3/31/2017,14:47:43,Alex
29593,"Braly, Malcolm -- False Starts: A Memoir of San Quentin and Other Prisons","Reviewed, Changed",3/31/2017 14:41:16,3/31/2017,14:41:16,Alex
27263,Brain,"Reviewed, Changed",3/31/2017 14:40:48,3/31/2017,14:40:48,Alex
19775,"Bradford, William","Reviewed, Changed",3/31/2017 14:38:48,3/31/2017,14:38:48,Alex
31615,Braddock: Missing in Action III,"Reviewed, Changed",3/31/2017 14:37:50,3/31/2017,14:37:50,Alex
8107,BP,"Reviewed, Changed",3/31/2017 14:36:55,3/31/2017,14:36:55,Alex
15782,"Lewis, Catherine -- boy with rock","Reviewed, Changed",3/31/2017 14:36:12,3/31/2017,14:36:12,Alex
27604,"Rock, Irvin","Reviewed, Changed",3/31/2017 14:35:15,3/31/2017,14:35:15,Alex
10862,"boyd, danah","Reviewed, Changed",3/31/2017 14:30:53,3/31/2017,14:30:53,Alex
46114,"Berlin, Sir Isaiah","Reviewed, Changed",3/31/2017 14:22:56,3/31/2017,14:22:56,Alex
32664,"Boxer, Sen. Barbara","Reviewed, Changed",3/31/2017 14:20:59,3/31/2017,14:20:59,Alex
15437,"Fletcher, Angus","Reviewed, Changed",3/31/2017 14:19:44,3/31/2017,14:19:44,Alex
32663,Bowers v. Hardwick -- prohibition of conduct in,"Reviewed, Changed",3/31/2017 14:09:28,3/31/2017,14:09:28,Alex
32662,Bowers v. Hardwick -- misapplication of,"Reviewed, Changed",3/31/2017 14:09:14,3/31/2017,14:09:14,Alex
9548,"Bowers, Chris","Reviewed, Changed",3/31/2017 14:08:38,3/31/2017,14:08:38,Alex
10861,"Bourdieu, P. -- on social class","Reviewed, Changed",3/31/2017 14:07:23,3/31/2017,14:07:23,Alex
10859,"Bourdieu, P. -- on cultural capital","Reviewed, Changed",3/31/2017 14:07:01,3/31/2017,14:07:01,Alex
10860,"Bourdieu, P. -- on habitus","Reviewed, Changed",3/31/2017 14:06:43,3/31/2017,14:06:43,Alex
6908,"Bourdieu, Pierre","Reviewed, Changed",3/31/2017 14:05:52,3/31/2017,14:05:52,Alex
20648,Bound to Lead: The Changing Nature of American Power (Nye),"Reviewed, Changed",3/31/2017 14:05:26,3/31/2017,14:05:26,Alex
16298,Engulfment,"Reviewed, Changed",3/31/2017 14:04:38,3/31/2017,14:04:38,Alex
16423,Identification -- with the hero of the Cornet,"Reviewed, Changed",3/31/2017 14:04:23,3/31/2017,14:04:23,Alex
2591,Colorado.,"Reviewed, Changed",3/31/2017 11:50:08,3/31/2017,11:50:08,Alex
14296,"Boswell, John E.","Reviewed, Changed",3/31/2017 11:48:31,3/31/2017,11:48:31,Alex
3252,"Boston, MA -- hospital","Reviewed, Changed",3/31/2017 11:42:36,3/31/2017,11:42:36,Alex
21337,"Bostonians, The (James)","Reviewed, Changed",3/31/2017 11:42:20,3/31/2017,11:42:20,Alex
8657,Boston DH Consortium,"Reviewed, Changed",3/31/2017 11:42:01,3/31/2017,11:42:01,Alex
3748,Massachusetts.,"Reviewed, Changed",3/31/2017 11:41:19,3/31/2017,11:41:19,Alex
3750,"Ipswich, MA","Reviewed, Changed",3/31/2017 11:40:53,3/31/2017,11:40:53,Alex
3749,"Concord, MA","Reviewed, Changed",3/31/2017 11:40:43,3/31/2017,11:40:43,Alex
9547,"Boston, MA","Reviewed, Changed",3/31/2017 11:38:25,3/31/2017,11:38:25,Alex
24691,"Boss, Medard","Reviewed, Changed",3/31/2017 11:37:57,3/31/2017,11:37:57,Alex
7546,cinema,"Reviewed, Changed",3/31/2017 11:37:40,3/31/2017,11:37:40,Alex
46487,"Cinema, The","Reviewed, Changed",3/31/2017 11:37:24,3/31/2017,11:37:24,Alex
6371,Cahiers du Cinema (magazine),"Reviewed, Changed",3/31/2017 11:35:49,3/31/2017,11:35:49,Alex
5337,boss,"Reviewed, Changed",3/31/2017 11:35:45,3/31/2017,11:35:45,Alex
46486,Who's the Boss?,"Reviewed, Changed",3/31/2017 11:35:27,3/31/2017,11:35:27,Alex
41424,Bosnian Muslims -- mass rape of women and young girls,"Reviewed, Changed",3/31/2017 11:29:45,3/31/2017,11:29:45,Alex
41413,Bosnia-Herzegovina -- depicted as civil war,"Reviewed, Changed",3/28/2017 18:00:00,3/28/2017,18:00:00,Alex
20647,"Boskin, Michael J.","Reviewed, Changed",3/28/2017 17:59:16,3/28/2017,17:59:16,Alex
11928,United States of America,"Reviewed, Changed",3/28/2017 17:57:25,3/28/2017,17:57:25,Alex
29587,"Colson, Charles: Born Again","Reviewed, Changed",3/28/2017 17:46:30,3/28/2017,17:46:30,Alex
8512,Supreme Court (U.S.),"Reviewed, Changed",3/28/2017 17:46:02,3/28/2017,17:46:02,Alex
26770,"Borjas, George J.","Reviewed, Changed",3/28/2017 17:44:23,3/28/2017,17:44:23,Alex
27825,"Mardrus, J.-C. -- Works: Book of a Thousand and One Nights, The","Reviewed, Changed",3/28/2017 17:41:56,3/28/2017,17:41:56,Alex
5130,Book Assembly Island (Crater Island),"Reviewed, Changed",3/28/2017 17:41:30,3/28/2017,17:41:30,Alex
1067,Bones,"Reviewed, Changed",3/28/2017 17:39:24,3/28/2017,17:39:24,Alex
22978,Bonding,"Reviewed, Changed",3/28/2017 17:38:55,3/28/2017,17:38:55,Alex
15442,"Freud, S. -- incestuous origin of object-relational bonds","Reviewed, Changed",3/28/2017 17:38:52,3/28/2017,17:38:52,Alex
24060,"Bonanno, Joseph","Reviewed, Changed",3/28/2017 17:37:59,3/28/2017,17:37:59,Alex
4446,"Bomag Corporation, Kewanee, IL","Reviewed, Changed",3/28/2017 17:36:32,3/28/2017,17:36:32,Alex
46484,Seasoning,"Reviewed, Changed",3/28/2017 17:35:42,3/28/2017,17:35:42,Alex
29583,"Bolt, Robert: A Man for All Seasons","Reviewed, Changed",3/28/2017 17:35:26,3/28/2017,17:35:26,Alex
6086,"Bolter, Jay David","Reviewed, Changed",3/28/2017 17:33:12,3/28/2017,17:33:12,Alex
18273,Bolshevism,"Reviewed, Changed",3/28/2017 17:31:54,3/28/2017,17:31:54,Alex
13983,"Bok, Derek","Reviewed, Changed",3/28/2017 17:30:39,3/28/2017,17:30:39,Alex
37365,Body -- trauma embedded in,"Reviewed, Changed",3/28/2017 17:26:57,3/28/2017,17:26:57,Alex
31607,"body, the -- metaphors of","Reviewed, Changed",3/28/2017 17:26:51,3/28/2017,17:26:51,Alex
31608,"body, the -- images of wounded body","Reviewed, Changed",3/28/2017 17:26:45,3/28/2017,17:26:45,Alex
37364,Body -- suffering,"Reviewed, Changed",3/28/2017 17:26:39,3/28/2017,17:26:39,Alex
37363,Body -- sin,"Reviewed, Changed",3/28/2017 17:26:35,3/28/2017,17:26:35,Alex
37362,Body -- shame,"Reviewed, Changed",3/28/2017 17:26:30,3/28/2017,17:26:30,Alex
37361,Body -- rights over,"Reviewed, Changed",3/28/2017 17:26:22,3/28/2017,17:26:22,Alex
37360,Body -- respect for,"Reviewed, Changed",3/28/2017 17:26:16,3/28/2017,17:26:16,Alex
37359,Body -- religious symbolism and,"Reviewed, Changed",3/28/2017 17:26:10,3/28/2017,17:26:10,Alex
37358,Body -- relationship with,"Reviewed, Changed",3/28/2017 17:26:05,3/28/2017,17:26:05,Alex
37357,Body -- preoccupation with,"Reviewed, Changed",3/28/2017 17:26:00,3/28/2017,17:26:00,Alex
37356,Body -- politics of,"Reviewed, Changed",3/28/2017 17:25:42,3/28/2017,17:25:42,Alex
37355,Body -- perception of,"Reviewed, Changed",3/28/2017 17:25:22,3/28/2017,17:25:22,Alex
37353,Body -- meaning,"Reviewed, Changed",3/28/2017 17:25:12,3/28/2017,17:25:12,Alex
37352,Body -- integrity,"Reviewed, Changed",3/28/2017 17:25:00,3/28/2017,17:25:00,Alex
16291,Body -- image,"Reviewed, Changed",3/28/2017 17:24:44,3/28/2017,17:24:44,Alex
37350,Body -- focus,"Reviewed, Changed",3/28/2017 17:23:57,3/28/2017,17:23:57,Alex
37349,Body -- dread of,"Reviewed, Changed",3/28/2017 17:23:51,3/28/2017,17:23:51,Alex
37348,Body -- disdain for,"Reviewed, Changed",3/28/2017 17:23:45,3/28/2017,17:23:45,Alex
37347,Body -- discipline of,"Reviewed, Changed",3/28/2017 17:23:40,3/28/2017,17:23:40,Alex
37346,Body -- denial of,"Reviewed, Changed",3/28/2017 17:23:34,3/28/2017,17:23:34,Alex
37345,Body -- culture's grip on,"Reviewed, Changed",3/28/2017 17:23:28,3/28/2017,17:23:28,Alex
37344,Body -- control over,"Reviewed, Changed",3/28/2017 17:20:55,3/28/2017,17:20:55,Alex
37343,Body -- conflict,"Reviewed, Changed",3/28/2017 17:20:39,3/28/2017,17:20:39,Alex
37342,Body -- changes,"Reviewed, Changed",3/28/2017 17:20:28,3/28/2017,17:20:28,Alex
43893,body/bodies -- attraction of earthly and stellar,"Reviewed, Changed",3/28/2017 17:20:05,3/28/2017,17:20:05,Alex
37341,Body -- attacks on,"Reviewed, Changed",3/28/2017 17:19:26,3/28/2017,17:19:26,Alex
37351,Body -- and food,"Reviewed, Changed",3/28/2017 17:19:14,3/28/2017,17:19:14,Alex
37354,Body -- and methodology,"Reviewed, Changed",3/28/2017 17:19:09,3/28/2017,17:19:09,Alex
42591,bodies -- poor,"Reviewed, Changed",3/28/2017 17:18:39,3/28/2017,17:18:39,Alex
42589,bodies -- Black,"Reviewed, Changed",3/28/2017 17:18:25,3/28/2017,17:18:25,Alex
42590,bodies -- and multiracial feminist politics,"Reviewed, Changed",3/28/2017 17:18:13,3/28/2017,17:18:13,Alex
124,maps,"Reviewed, Changed",3/28/2017 16:33:25,3/28/2017,16:33:25,Alex
19773,"Bobbitt, Philip -- on textualism","Reviewed, Changed",3/28/2017 14:31:28,3/28/2017,14:31:28,Alex
19772,"Bobbitt, Philip, on constitutional interpretation","Reviewed, Changed",3/28/2017 14:31:15,3/28/2017,14:31:15,Alex
13982,"Bobbitt, Philip","Reviewed, Changed",3/28/2017 14:30:58,3/28/2017,14:30:58,Alex
31603,"""boat people""","Reviewed, Changed",3/28/2017 14:29:15,3/28/2017,14:29:15,Alex
46082,Other -- representation of,"Reviewed, Changed",3/28/2017 14:28:57,3/28/2017,14:28:57,Alex
46482,"Sullivan, Louis","Reviewed, Changed",3/28/2017 14:27:13,3/28/2017,14:27:13,Alex
9918,"Sullivan, Andrew","Reviewed, Changed",3/28/2017 14:25:54,3/28/2017,14:25:54,Alex
35647,Board of Supervisors (in San Francisco) -- Milk's 1975 campaign for,"Reviewed, Changed",3/28/2017 14:14:49,3/28/2017,14:14:49,Alex
35648,Board of Supervisors (in San Francisco) -- Milk's 1977 campaign for,"Reviewed, Changed",3/28/2017 14:14:34,3/28/2017,14:14:34,Alex
35646,Board of Supervisors (in San Francisco) -- Milk's 1973 campaign for,"Reviewed, Changed",3/28/2017 14:14:19,3/28/2017,14:14:19,Alex
9545,"Blumer, Herbert","Reviewed, Changed",3/28/2017 14:09:55,3/28/2017,14:09:55,Alex
3848,"Blue Mountain Lake, NY","Reviewed, Changed",3/28/2017 14:07:05,3/28/2017,14:07:05,Alex
25656,Sunday laws,"Reviewed, Changed",3/28/2017 14:06:50,3/28/2017,14:06:50,Alex
21334,"Blue Closet, The (Morris)","Reviewed, Changed",3/28/2017 14:06:20,3/28/2017,14:06:20,Alex
27525,"Morris, I.","Reviewed, Changed",3/28/2017 14:05:46,3/28/2017,14:05:46,Alex
30310,"Bloom, Harold, on Emerson","Reviewed, Changed",3/28/2017 13:59:58,3/28/2017,13:59:58,Alex
31601,"Bloom, Allan","Reviewed, Changed",3/28/2017 13:59:03,3/28/2017,13:59:03,Alex
18266,Kettoskereszt Verszovetseg (Blood Alliance of the Double Cross),"Reviewed, Changed",3/28/2017 13:55:16,3/28/2017,13:55:16,Alex
18268,Blood libel,"Reviewed, Changed",3/28/2017 13:54:41,3/28/2017,13:54:41,Alex
18881,Tisza Eszlar (village): blood libel,"Reviewed, Changed",3/28/2017 13:53:51,3/28/2017,13:53:51,Alex
3114,wiki,"Reviewed, Changed",3/28/2017 13:50:43,3/28/2017,13:50:43,Alex
1731,Wikis -- BlogsAndWikis wiki,"Reviewed, Changed",3/28/2017 13:48:17,3/28/2017,13:48:17,Alex
8472,SCOTUSblog,"Reviewed, Changed",3/28/2017 13:47:53,3/28/2017,13:47:53,Alex
8398,nytimes.com -- liveblog,"Reviewed, Changed",3/28/2017 13:47:39,3/28/2017,13:47:39,Alex
9542,Blogrunner,"Reviewed, Changed",3/28/2017 13:46:29,3/28/2017,13:46:29,Alex
9541,Blogroll,"Reviewed, Changed",3/28/2017 13:46:21,3/28/2017,13:46:21,Alex
9539,BlogPulse,"Reviewed, Changed",3/28/2017 13:46:10,3/28/2017,13:46:10,Alex
6902,blogging,"Reviewed, Changed",3/28/2017 13:45:45,3/28/2017,13:45:45,Alex
8080,"Bilton, Nick -- ""The Blogosphere Reacts to Apple's iPad""","Reviewed, Changed",3/28/2017 13:45:28,3/28/2017,13:45:28,Alex
106,"Last American Pirate, The, hoax","Reviewed, Changed",3/28/2017 13:44:13,3/28/2017,13:44:13,Alex
30690,Joel,"Reviewed, Changed",3/28/2017 12:49:17,3/28/2017,12:49:17,Alex
12056,"Dickens, Charles -- Bleak House","Reviewed, Changed",3/28/2017 12:38:15,3/28/2017,12:38:15,Alex
24688,"Blanton, Smiley","Reviewed, Changed",3/28/2017 12:36:44,3/28/2017,12:36:44,Alex
46077,Equal rights for Jews -- in marriage,"Reviewed, Changed",3/28/2017 12:35:13,3/28/2017,12:35:13,Alex
30307,"Blake, William -- ""The Marriage of Heaven and Hell""","Reviewed, Changed",3/28/2017 12:33:24,3/28/2017,12:33:24,Alex
29579,"Joint, The (Blake) -- yearning for prison","Reviewed, Changed",3/28/2017 12:32:52,3/28/2017,12:32:52,Alex
29574,"Blake, James -- The Joint","Reviewed, Changed",3/28/2017 12:32:36,3/28/2017,12:32:36,Alex
29578,"Joint, The (Blake) -- on prison friendship","Reviewed, Changed",3/28/2017 12:32:32,3/28/2017,12:32:32,Alex
29577,"Joint, The (Blake) -- negative images of life outside","Reviewed, Changed",3/28/2017 12:32:18,3/28/2017,12:32:18,Alex
29575,"Joint, The (Blake) -- failed robbery","Reviewed, Changed",3/28/2017 12:32:03,3/28/2017,12:32:03,Alex
29576,"Joint, The (Blake) -- and impulse neurosis","Reviewed, Changed",3/28/2017 12:31:13,3/28/2017,12:31:13,Alex
