topic_id,topic_name,name_type
25878,Investiture Struggle,Corporation
25879,James II,Person
25881,"Jefferson, Thomas, Act for Establishing Religious Freedom, An",Corporation
25884,"Johnson, Albert",Person
25892,mitzvot,Person
25893,yarmulke (skullcap),Corporation
25894,Judeo-Christian tradition,Corporation
25895,Justinian I,Person
25896,Larson v. Valente,Person
25897,"Laud, William",Person
25898,Lee v. Weisman,Person
25899,"Leeser, Isaac",Person
25900,Lemon v. Kurtzman,Person
25902,"Leuchtenburg, William E.",Person
25903,"Levy, Leonard",Person
25912,"Louis, duke of Bavaria",Corporation
25913,"Lumbrozo, Jacob",Person
25923,Lyng v. Northwest Indian Cemetery Protective Assn.,Corporation
25925,"Madison, James, Memorial and Remonstrance",Corporation
25926,Marsh v. Chambers,Person
25927,Marsiglio (of Padua),Person
25928,"Marty, Martin",Person
25929,Mary I,Person
25930,"Mather, Richard",Person
25931,McCollum v. Board of Education,Corporation
25934,"McLoughlin, William G.",Person
25935,Memorial and Remonstrance,Corporation
25939,"Moody, Dwight",Person
25941,Mueller v. Allen,Person
25942,multiple establishments,Corporation
25943,mystery religions,Corporation
25944,National Reform Association,Corporation
25947,Nicaean Creed,Person
25948,"Nicholls, William",Person
25949,nonpreferentialist position,Corporation
25951,Northwest Ordinance (of 1787),Corporation
25957,O'Lone v. Estate of Shabazz,Corporation
25958,Peace at Augsburg,Corporation
25959,Pennsylvania,Person
25960,People v. Ruggles,Person
25961,Permoli v. City of New Orleans,Corporation
25962,"Pfeffer, Leo",Person
25963,Pilate,Person
25964,"Piper, Otto",Person
25965,politique position (in France),Corporation
25966,poll taxes,Corporation
25972,Progressivism,Corporation
25974,Protestantism,Corporation
25975,Reformation,Person
25977,Protocols of the Elders ofZion,Corporation
25982,Separatists,Person
25983,Puritan Revolution,Corporation
25984,Rachel (of Mainz),Person
25985,Ralph (monk during second Crusade),Corporation
25986,"Rauschenbusch, Walter",Person
25987,Raymond (of Penaforte),Person
25992,"Huldrych Zwingli leader of the Protestant Reformation in Switzerland, and founder of the Swiss Reformed Churches",Corporation
25995,Religious Freedom Restoration Act (of 1993) (RFRA),Corporation
25996,"religious test clause (article VI, clause",Corporation
26001,"Riis, Jacob",Person
26009,Roman Empire,Person
26010,Root and Branch Petition,Corporation
26011,Rosenberger v. Rectors and Visitors of the University of Virginia,Corporation
26012,"Ruether, Rosemary",Person
26013,"Russell, Conrad",Person
26014,"Sachar, Howard",Person
26016,"Seligman, Joseph",Person
26025,Seventh-Day Adventism,Corporation
26026,"Shaw, Lemuel",Person
26027,Sherbert v. Verner,Person
26028,"Silver, Daniel",Person
26029,"Skinner, Quentin",Person
26030,Social Gospel,Person
26031,Solemn League and Covenant,Corporation
26056,"Stone, Barton W.",Person
26057,"Stone, Harlan",Person
26058,Stone v. Graham.,Person
26059,"Strong, Josiah",Person
26060,"Strong, William",Person
26061,"Sullivan, Winnifred Fallers",Person
26062,Summa de Poenitentia,Corporation
26064,"Supreme Court justices, religion",Corporation
26065,Swift v. Tyson,Person
26067,"Tennent, William",Person
26069,"Thornton v. Caldor, Inc.",Corporation
26070,"Tierney, Brian",Person
26071,"Tilly, Charles",Person
26072,"Toleration Acts (of 1649, 1689, and 1819)",Corporation
26074,"Toqueville, Alexis de",Corporation
26075,Tories,Person
26076,treaties,Corporation
26077,Trustees of Dartmouth College v. Woodward,Corporation
26080,"Two Guys from Harrison-Allentown, Inc. v. McGinley",Corporation
26082,"Ullmann, Walter",Person
26085,Vidal v. Girard's Executors,Corporation
26086,Wallace v. Jaffree,Person
26087,Walz v. Tax Commission,Corporation
26088,"Ward, Nathaniel",Person
26089,"Webster, Daniel",Person
26090,Westminster Confession of Faith,Corporation
26093,Whigs,Person
26094,"Whitefield, George",Person
26095,Widmarv. Vincent,Corporation
26096,"Wilks, Michael",Person
26097,William of Orange,Person
26100,Wisconsin v. Yoder,Person
26101,"Wise, John",Person
26103,Perez Zagorin American historian,Corporation
26104,Zobrest v. Catalina Foothills School District,Corporation
26105,Zorach v. Clauson,Person
26110,"Advisory Committee on Infant Care Leave, of the Yale Bush Center in Child Development and Social Policy",Corporation
26112,"Alberta Hospital Assocation v. Parcels, 90 D.L.R.4th 703 (Alberta Ct. of Queen's Bench 1992)",Corporation
26113,Alumni preference,Corporation
26115,"Armey, Dick",Person
26116,"Armstrong v. Flowers, 33 F.3d 1308 (11th Cir. 1994)",Corporation
26121,"Bauer v. Dayton-Walther Corporation, 910 F. Supp. 306 (E.D. Ky 1996) aff'd",Corporation
26123,"Bigeloiw v. Bullard, 901 P.2d 630 (Nev. Sup. Ct. 1995)",Corporation
26124,"Blumrosen, Alfred",Person
26126,"Bolton v. Scrivner, 36 F.3d 939 (10th Cir. 1994)",Corporation
26128,"Brannon v. OshKosh B'Gosh, 897 F. Supp. 1028 (D. Tenn. 1995)",Corporation
26129,"Brazelton, T. Berry",Person
26130,"Bullard, Michael Anthony",Person
26132,"Bush, George, and veto of Family and Medical Leave Act",Corporation
26140,"City of Richmond v. J. A. Croson, 488 U.S. 469 (1989)",Corporation
26142,"Connecticut, accommodation of pregnant employees",Corporation
26143,Contingent workforce,Corporation
26145,"Cornelius v. Sullivan, 936 F.2d 1143 (11th Cir. 1991)",Corporation
26146,Daugherty v. City of El Paso,Corporation
26147,"Day v. Excel Corporation, 1996 WL 294341 (D. Kan. May 17, 1996)",Corporation
26148,"Dillon v. frank, 1992 U.S. App. LEXIS 766 (6th Cir. 1992)",Corporation
26149,"Domestic workers, Social Security exemption of",Corporation
26150,"Easterbrook, Frank",Person
26151,"Educational institutions, and affirmative action",Corporation
26152,"EEOC v. Chicago Miniature Lamp Work, 947 F.2d 292 (7th Cir. 1991)",Corporation
26153,"EEOC v. Consolidated Service Systems, 989 F.2d 233 (7th Cir. 1993)",Corporation
26154,"Egan v. The Queen, 124 D.L.R. 4th 538 (1996)",Corporation
26155,"Ellis v. Chase Communications, Inc., 63 F.3d 473 (6th Cir. 1996)",Corporation
26156,"Emrick Plastics v. Ontario, 90 D.L.R.4th 476 (Ontario Divisional Court 1992)",Corporation
26158,Employment Retirement and Income Security Act,Corporation
26159,"Enhrehalt, Alan",Person
26165,"Equality Rights Statute Amendment Act, bill 167 (Ontario)",Corporation
26179,"Finland, and pregnant workers",Corporation
26180,"First National Maintenance Corporation v. NLRB, 452 U.S. 666 (1981)",Corporation
26181,"Fitzsimmons, William",Person
26182,"Ford, William",Person
26183,Foster care,Person
26187,"Fry v. First Fidelity Bancorp oration, 1996 WL 36910 (E.D. Pa. 1996)",Corporation
26188,"Fussell v. Georgia Ports Authority, 906 F.Supp. 1561 (S.D. Ga. 1995) aff'd 106 F.3d 417 (11th Cir. 1997)",Corporation
26189,General intelligence tests,Corporation
26198,"Griggs v. Duke Power, 401 U.S. 424 (1971)",Person
26199,"Haig v. Canada, 94 D.L.R. (4th) 1 (1992)",Corporation
26202,"Health Care & Retirement Corporation of America v. National Labor Relations Board, 987 F.2d 1256 (6th Cir. 1993) aff'd, 511 U.S. 571 (1994)",Corporation
26203,"Hopwood v. Texas, 78 F.3d 932 (5th Cir. 1995)",Corporation
26205,Immigration Reform and Control Act,Corporation
26206,International Labor Organization's Maternity Protection Convention,Corporation
26207,"International Union v. Johnson Controls, 886 F.2d 871 (7th Cir. 1988) rv'd, 499 U.S. 187 (1991)",Corporation
26210,"Italy, and pregnancy leave",Corporation
26211,"Johnson v. Primerica, 1996 WL 34148 (S.D.N.Y. January 30, 1996)",Corporation
26215,"Kumpfv. Steinhaus, 779 F.2d 1323 (7th Cir. 1985)",Corporation
26216,"Kuttner, Robert",Person
26220,Law School Admission Text (LSAT),Corporation
26221,"Lowell, A. Lawrence",Person
26222,"Maganuco v. Leyden Community High School District 212, 939 F.2d 440 (7th Cir. 1991)",Corporation
26223,"Malloy, Robin Paul",Corporation
26224,"Manion, Daniel",Person
26225,"Manual v. Westlake Polymers Corporation,  F.3d 758 (5th Cir. 1995)",Corporation
26226,"McCoy v. Johnson Controls World Services, 878 F. Supp. 229 (S.D.Ga. 1995)",Corporation
26227,"Michelman, Irving",Person
26228,"Militarism, relationship to moralism",Corporation
26229,Minimum wage laws,Corporation
26230,"M. v. H., 132 D.L.R. 4th 538 (Ontario Ct. 1996)",Corporation
26231,Nannygate,Person
26234,"Oil, Chemical and Atomic Workers International Union v. American Cyanamid Company, 741 F.2d 444 (D.C. Cir. 1984)",Corporation
26235,"Parenting, state support of",Corporation
26236,Part-Time and Temporary Workers Protection Act,Corporation
26237,"Pedigo v. P.A.M. Transport, Inc., 891 F. Supp. 482 (W.D. Ark. 1994)",Corporation
26238,Personal Responsibility and Work Opportunity Act,Corporation
26239,"Plessy v. Ferguson, 163 U.S. 537 (1896) overruled, 347 U.S. 483 (1954)",Corporation
26256,"Re Attorney-General of Canada and Mossop, 126 D.L.R. 4th 658 (1993)",Corporation
26257,"Re Bell Canada and Communications, Energy & Paperworkers Union of Canada, 53 L.A.C.4th 228 (1996)",Corporation
26258,"Re Bell Canada and Canadian Telephone Employees' Association, 43 L.A.C. 4th 172 (1994)",Corporation
26259,"Re Cami Automotive Inc. and Canadian Auto Workers, Local 88, 45 L.A.C. 4th 71 (1994)",Corporation
26261,"Reinhardt, Stephen",Person
26262,"Re Layland and Minister of Consumer and Commercial Relations, 104 D.L.R. 4th 214 (1993)",Corporation
26263,"Re Metro Toronto Reference Library and C.U.P.E., Loc. 1582, 51 L.A.C. 4th 69 (1995)",Corporation
26264,"Re Ontario Hydro and Canadian Union of Public Employees, Local 1000, 29 L.A.C.4th 202 (1992)",Corporation
26266,"Re Province of Manitoba and Manitoba Government Employees' Union, 42 L.A.C. 4th 86 (1994)",Corporation
26267,Republican Congress,Corporation
26273,"Richardson v. McFadden, 540 F.2d 744 (1976)",Corporation
26274,Rifkin v. McDonnell Douglas Corporation,Corporation
26276,"Rosenblum, Elyse",Person
26277,"Schafer v. Attorney General, 135 D.L.R. 4th 707, 1996 Ont. C.J. LEXIS 2129 (Ontario Ct. (General Division) 1996)",Person
26279,"Silk, Leonard",Person
26280,"Soros, George",Person
26284,"Sweden, and employment security",Corporation
26285,"Tax code, and childcare deduction",Corporation
26287,Troupe v. May Department Stores,Corporation
26288,"Tuberville v. Personal Finance Corporation, 1996 WL 407571 (June 5, 1996)",Corporation
26289,Unemployed parents,Corporation
26290,Uniform Law Commissioners' Model Termination Act,Corporation
26291,"United States military, and discrimination against gay men and lesbians",Corporation
26293,"United States v. Georgia Power, 474 F.2d 906 (5th Cir. 1973)",Corporation
26296,"University of Texas, and affirmative action",Corporation
26297,Vogel v. Government of Manitoba,Corporation
26298,"Ware, Leland",Person
26299,"Watkins, Perry",Person
26300,"Watkins v. United States Army, 837 F.2d 1428 (9th Cir. 1988), opinion withdrawn on rehearing, 875 F.2d 699 (9th Cir. 1989)",Corporation
26301,"Wells, Ruby",Person
26302,"Wood, H. G.",Person
26304,Word-of-mouth recruiting,Corporation
26305,Worker Adjustment and Retraining Notification Act,Corporation
26306,"W. v. G., 1996 NSW Lexis 2458 (Supreme Ct. of New South Wales, Feb. 2, 1996),  168-69",Corporation
26307,"Wygant v. Jackson Board of Education, 476 U.S. 267 (1986)",Corporation
26308,Edward Zigler Developmental psychologist,Corporation
26310,Amherst,Person
26311,anti-determinism,Person
26312,apartheid,Corporation
26313,Armour v. Salisbury,Person
26315,crime rates,Person
26316,assumed risk,Person
26317,aversive racism model,Person
26318,"Bailey, Billy",Person
26319,battered children,Corporation
26320,battered women,Corporation
26322,"Bayes, Sir Thomas",Person
26323,Bayesian,Person
26325,Big Kahuna,Corporation
26326,Black Tax,Person
26328,cab drivers,Corporation
26330,"Campriello, Austin",Person
26331,"Caplan, Nathan",Person
26332,"Cohen, Richard",Person
26333,"Coleman, Anne",Person
26336,color-consciousness,Corporation
26337,"concentration camps, U.S.",Corporation
26340,cultural defense,Corporation
26341,"Darrow, Clarence",Person
26342,Daubert Case,Person
26343,Death of Common Sense,Corporation
26345,determinism,Person
26346,"Devine, Patricia",Person
26347,"di Leonardo, Micaela",Person
26351,dissociation model,Person
26352,"Dressler, Joshua",Person
26353,duress,Person
26354,empirical studies,Corporation
26356,Evil Deity,Person
26357,externalists,Person
26358,FBI Uniform Crime Reports,Corporation
26359,flagrante delicto,Person
26360,"Fletcher, George",Person
26361,free speech,Person
26362,"Fuhrman, Mark",Person
26363,gerrymandering,Person
26364,"Glasser, Ira",Person
26365,God's-eye perspective,Person
26367,Graduate Record Exam,Corporation
26368,"Hand, Learned",Person
26370,"Hernstein, Richard",Person
26371,"Howard, Philip",Person
26372,instrumentalists,Corporation
26373,internalists,Person
26374,Involuntary Negrophobe,Corporation
26375,Jackson v. Chicago Transit Authority,Corporation
26376,"Jandrucko, Ruth",Person
26378,"Johnson, Sheri Lynn",Person
26379,Judeo-Christian dogma,Person
26381,"Katz, Phyllis",Person
26382,"Kelman, Mark",Person
26383,"Koon, Stacey C.",Person
26384,legacies,Person
26385,Leviathan state,Corporation
26387,"Lewis, Evelyn",Person
26389,Model Penal Code,Corporation
26393,Negrophobia,Corporation
26394,"Nelson, Stephen",Person
26395,New York State Crime Study 1996,Corporation
26396,noninstrumentalist,Person
26397,"Nugent, Paul",Person
26398,O'Brien v. Cunard S.S. Co.,Corporation
26399,ordinary man/person,Corporation
26401,People v. Goetz,Person
26402,"Pettigrew, Thomas",Person
26403,Pittsburgh Post-Gazette,Corporation
26404,post-modernism,Person
26406,"Powell, Laurence M.",Person
26408,Procrustes,Corporation
26409,prostitutes,Person
26410,Pulp Fiction,Corporation
26411,pure-merit paradigm,Corporation
26416,racial fear,Person
26417,racist,Person
26418,Rawlsian veil of ignorance,Corporation
26419,realists,Corporation
26425,redlining,Person
26426,"Royko, Mike",Person
26430,shopkeepers,Corporation
26432,"Slotnick, Barry",Person
26433,socially marginalized groups,Corporation
26434,Stanford,Person
26435,statistically deviant,Corporation
26436,statistical probabilities,Corporation
26437,statistics,Corporation
26438,"Steele, Claude",Person
26439,stereotype-congruent responses,Corporation
26445,"Sweet, Ossian Henry",Corporation
26446,Tasmanian devil,Person
26447,T. J. Hooper,Person
26448,"Tomlinson, Judge John G., Jr.",Corporation
26449,"Travolta, John",Person
26450,University of California at Los Angeles,Corporation
26452,U.S. News & World Report,Corporation
26453,value judgments,Corporation
26454,"Wasik, Martin",Person
26457,"Wonder, Stevie",Person
26458,Yale Law School,Corporation
26459,"Young, Charles",Person
26472,"Eliot, George, aggression/rage",Person
26473,Anniversary reaction,Corporation
26475,Attachment figure,Corporation
26476,Attachment theorists,Corporation
26477,"Bain, Alexander",Person
26478,"Blackwood, John (editor and publisher), and Bede",Person
26488,"Brabant, Robert",Person
26489,"Bray, Charles and Cara, friendship with Eliot",Household
26495,Christian Observer,Person
26496,Comhill Magazine,Corporation
26497,Coventry,Person
26501,Coventry Herald,Corporation
26502,"Cross, John Walter",Person
26511,"Durade, Francois D'Albert",Corporation
26512,"Eliot, George, biography",Person
26513,"Eliot, George, depression",Person
26520,"Eliot, George, loss",Person
26522,"Eliot, George, loss, estrangement from family",Person
26528,"Eliot, George, pseudonym",Person
26569,"Evans, Chrissey (Eliot's sister)",Corporation
26570,"Evans, Isaac (Eliot's brother)",Corporation
26572,"Evans, Marian (Eliot)",Person
26573,"Evans, Mary Ann (Eliot)",Person
26574,"Evans, Mary Anne (Eliot)",Person
26575,"Evans, Mr. Robert (Eliot's father)",Person
26578,"Evans, Mrs. Robert (Eliot's mother)",Person
26580,"Feuerbach, Ludwig",Person
26581,Franklins' School,Corporation
26582,Fraser's Magazine,Corporation
26596,Parapraxis (Freudian slip),Corporation
26598,Frustration-aggression hypothesis,Corporation
26599,Griff,Person
26600,"Hennell, Sara",Person
26603,"""Holy War,"" Eliot and her father",Corporation
26604,"""How I Came to Write Fiction""",Corporation
26606,Infatuation,Corporation
26608,"Kernberg, Otto P.",Person
26631,"""Legend of Jubal, The""",Corporation
26632,"Lewes, Agnes Jervis (GHL's wife)",Corporation
26633,"Lewes, Bertie (GHL's son)",Person
26634,"Lewes, Charles (GHL's son)",Person
26635,"Lewes, George Henry",Person
26643,"Lewes, Thornie (GHL's son)",Person
26650,"Liggins, Joseph",Person
26670,"Mahler, Margaret S.",Person
26672,"""Mr. Gilfil's Love Story""",Corporation
26673,"Mourning-Liberation Process, The",Corporation
26675,Narcissistic injury,Corporation
26676,Narcissistic personality disorder,Corporation
26677,Narcissistic rage,Corporation
26679,"""Natural History of German Life, The""",Corporation
26683,Obsessive-compulsive disorder,Person
26689,"Pollock, George H.",Person
26704,Self-disorder,Person
26708,"Smith, Elder & Co.",Corporation
26712,"Strauss, Friedrich",Person
26713,Tractatus Theologico-Politicus,Corporation
26714,Transmuting internalization,Corporation
26716,Wallington's Boarding School,Corporation
26717,"Abbey, Edward",Person
26719,"Act of February 5, 1917",Corporation
26732,African American-owned businesses,Corporation
26733,"""Aggregate-benefit-to-all"" argument",Corporation
26734,Agriculture,Person
26736,"Alexis de Tocqueville Institution, study of public sector costs of immigrants",Corporation
26737,Ambach v. Norwick,Person
26738,American,Person
26744,Americans for Immigration Control (AIC),Corporation
26745,Amnesty,Corporation
26746,Angel Island,Person
26747,Anti-coolie clubs,Person
26748,"Aponte, Robert",Person
26749,"Asia, and economic diversity",Corporation
26750,Asian,Person
26759,Asian-Pacific American-owned businesses,Corporation
26760,Asiatic-barred zone,Person
26761,Assimilationists,Person
26763,Automobile parts manufacturing,Corporation
26764,Bakke,Person
26765,Balkanization,Person
26766,"Batra, Ravi",Person
26767,Bethlehem Steel,Corporation
26768,Blacks,Person
26769,"Bolton, Nancy",Person
26771,"Boston, and African Americans",Corporation
26772,"Bouvier, Leon",Person
26773,"Brady, Katherine",Person
26774,"Brimelow, Peter",Person
26775,"Brotsky, Allan",Person
26776,Bureau of Indian Affairs,Corporation
26777,Burger King,Person
26778,Busing,Person
26785,"Cambodian, and refugee surge",Corporation
26786,"Capital, flight of",Corporation
26791,Carlisle School for Indians,Corporation
26792,Center on Budget and Policy Priorities,Corporation
26793,Chae Chan Ping v. United States (The Chinese Exclusion Case),Corporation
26797,"Chiles, Governor Lawton",Corporation
26798,"Chinatowns, historical development",Corporation
26799,"Chinese, the",Corporation
26809,"Christian reformers, role in assimilation efforts on Native Americans",Corporation
26810,Chy Lung v. Freeman,Corporation
26811,Citizens Together,Corporation
26813,"Cleveland, President Grover",Corporation
26815,"Colombians, and textile industry",Corporation
26816,Commission on Legal Immigration Reform,Corporation
26817,"""Competitive individualism,"" and assimilation efforts on Native Americans",Corporation
26818,"Competitiveness, and immigration",Corporation
26819,Construction industry,Corporation
26820,"Consumers, in Japan",Corporation
26821,"""Core"" industries",Person
26822,Cornbelt,Person
26823,"Cubans, and asylum",Corporation
26825,Cultural assimilationists,Corporation
26826,"""Cultural balkanization""",Corporation
26828,"Cuomo, Governor Mario",Person
26829,Current Population Survey (CPS),Corporation
26830,"Davis, Senator Garrett",Person
26831,De Avila v. Civiletti,Person
26832,Del Monte,Person
26833,"Democrats, and anti-Chinese crusade of 1800s",Corporation
26834,"""Demographic"" capital",Corporation
26840,Deportation,Person
26841,"Der, Henry",Person
26842,"""Dislocation""",Person
26844,"Dow Jones Industrial Average, and response to low unemployment",Corporation
26845,Downsizing,Person
26848,"Eastern Europeans, nativist sentiment against",Corporation
26849,Economics,Corporation
26857,Electronics manufacturing,Corporation
26858,El Salvadorans,Corporation
26859,Employer sanctions,Corporation
26865,"Escalante, Jaime",Person
26866,Ethnic enclaves,Corporation
26867,"Ethnicity, as basis for white separatist sentiment (as opposed to race)",Corporation
26868,Eurocentric,Person
26869,Euro conformity,Corporation
26870,Euro-immigrationists,Person
26871,"Exploitation, of immigrant workers",Corporation
26872,"Ezell, Harold",Person
26874,"Federal Reserve, response to low unemployment",Corporation
26875,Federation for American Immigration Reform (FAIR),Corporation
26876,Fiallo v. Bell,Person
26877,Filipinos,Person
26878,Firestone Tire Company,Corporation
26879,First World economic practices,Corporation
26880,Folie v. Connelie,Person
26885,"Friends of Indians, and assimilation of Native Americans",Corporation
26886,"Gates, Merrill, and assimilation of Native Americans",Corporation
26887,General Accounting Office Report,Corporation
26889,General Assistance,Corporation
26891,Gerber,Person
26893,Golden Venture,Person
26894,Goodyear,Person
26896,"Guangdong, China",Person
26897,Haitians,Person
26898,"Hesburgh, Theodore M.",Person
26899,"Huddle, Donald",Person
26903,Ideological separatism,Person
26931,Immigration and Naturalization Service (INS),Corporation
26936,Immigration Reform and Control Act of 1986 (IRCA),Corporation
26937,Indochinese Parole Programs,Corporation
26938,In re Griffiths,Person
26939,INS v. Lopez-Mendoza,Corporation
26940,Interethnic group conflict,Corporation
26941,Internal Services Department of Los Angeles County,Corporation
26942,"Irish, role in anti-Chinese crusade",Corporation
26943,"Italians, and social separatism",Corporation
26944,"Jackson, Tennessee",Corporation
26945,Janitorial work,Person
26949,Japanese immigration law,Corporation
26950,"Jensen, Leif",Person
26951,Jensen Study,Person
26952,"Jews, and social separatism",Corporation
26953,Job-multiplier industries,Corporation
26954,"Johnson, Governor Hiram",Corporation
26955,Johnston Tombigbee Furniture Manufacturing Company,Corporation
26956,"Jones, Elaine",Person
26957,"Jordan, Congresswoman Barbara",Person
26958,Justice for Janitors,Corporation
26959,"""Just-in-time"" distribution",Corporation
26960,"Kantor, Mickey",Person
26961,"Key Tronic Corporation, and impact of NAFTA",Corporation
26962,"Kirkland, Lane",Person
26963,Know-Nothing Party,Corporation
26968,"Kwoh, Stewart",Corporation
26969,Labor (organizations),Person
26981,"Lamm, Richard",Person
26982,Land's End,Corporation
26983,Language Line,Person
26984,Laotian refugee surge,Corporation
26985,"Latin America, and economic diversity",Corporation
26997,Latino-owned businesses,Corporation
26998,"Lattimer, Robert L.",Person
26999,Lawful permanent residents,Corporation
27001,"Lee, Yuan-tse",Corporation
27002,"LeGates, Richard",Person
27006,Los Angeles Study,Person
27009,"Lowell, Massachusetts",Corporation
27012,Mariel Boatlift,Person
27013,"Martin, Philip",Person
27014,McCarthy-era exclusion provisions,Corporation
27026,"Mexican American War, and citizenship option",Corporation
27027,"Mexico, and agriculture market",Corporation
27031,"Mines, Richard",Person
27032,MIT Commission on Industrial Productivity,Corporation
27033,"Morales, Rebecca, and study of effects of immigrants on automobile parts industry",Corporation
27034,NAACP Legal Defense and Education Fund,Corporation
27037,"Naturalization, denial to Chinese",Corporation
27038,"Nelson, Alan",Person
27041,"On-budget spending programs, and California economy",Corporation
27042,"Ong, Paul",Person
27044,"""Operation cooperation""",Corporation
27045,"""Operation jobs""",Corporation
27046,"""Operation wetback""",Corporation
27047,"Patterson, Eva Jefferson",Person
27048,Pepsi,Person
27049,Permanent resident requirements,Corporation
27050,Philippines,Person
27051,"Pierson, Eric",Person
27052,"Piore, Michael",Person
27055,Plyler v. Doe,Person
27056,"Poles, and sociological separatism",Corporation
27057,"Pratt, Richard, and assimilation efforts on Native Americans",Corporation
27058,"Preference system, and backlogs for Mexican and Asian family reunification",Corporation
27059,"""Primary group"" life",Corporation
27060,Primary sector jobs,Person
27061,"Prince George's County, and African American separatism",Corporation
27062,"Producers, in Japan",Corporation
27063,"""Production"" capital",Corporation
27064,"Property tax, effect on Los Angeles economy",Corporation
27069,Protectionist trade barriers,Corporation
27070,Public assistance,Corporation
27075,Public Use Sample Data,Corporation
27076,Pueblos,Person
27077,Puerto Rican,Person
27088,Reagan Council of Economic Advisors,Corporation
27089,Red Scare,Corporation
27090,Refugee Act of 1980,Corporation
27091,Refugee Resettlement Program,Corporation
27094,Regional Studies,Corporation
27095,"Reich, Secretary of Labor Robert",Corporation
27096,"Republicans, and anti-Chinese crusade",Corporation
27097,"Reservations, role in assimilation of Native Americans",Corporation
27098,"Residents residing ""under color of law""",Corporation
27099,Restaurant work,Corporation
27100,Restrictionists,Corporation
27101,Reynolds v. United States,Corporation
27102,"Rodino, Bill",Person
27103,"Rossett, Peter",Person
27104,"Sales tax, effect on California economy",Corporation
27105,"San Diego, study of immigrants and the restaurant industry",Corporation
27106,San Francisco Neighborhood Legal Assistance Foundation (SFNLAF),Corporation
27107,"Scranton, Pennsylvania",Person
27108,"""Secondary jobs""",Corporation
27109,Secondary sector jobs,Corporation
27111,"Second-generation Americans, and welfare usage",Corporation
27112,Sectoral studies,Corporation
27113,Segmentation theory,Corporation
27117,Self-help,Person
27121,Silva v. Levi,Person
27122,"Simpson, Senator Alan",Person
27123,Simpson-Mazzoli Bill,Corporation
27124,"Smith, Lamar",Person
27125,Sociological separatism,Person
27126,"Souljah, Sister",Corporation
27127,South Central Los Angeles uprising,Corporation
27131,Southeast Asian refugees,Corporation
27132,"Southern Europeans, nativist sentiment against",Corporation
27133,Special Agricultural Worker Program of IRCA,Corporation
27134,"Spencer, Glenn",Person
27135,"Spending programs, and California economy",Corporation
27136,Statue of Liberty,Corporation
27137,"Stein, Daniel",Person
27138,Structural adjustment policies,Corporation
27139,Structural assimilation (or social assimilation),Corporation
27140,"Subcontracting, role of immigrants",Corporation
27141,Sugarman v. Dougall,Person
27142,"Superior, Arizona",Corporation
27143,Supplemental Security Income (SSI),Corporation
27144,Survey of Income and Program Participation (SIPP),Corporation
27145,"Sykes, Alan",Person
27146,"Taira, Esther",Person
27147,"""Tax expenditures""",Corporation
27148,Temporary Protected Status,Corporation
27149,"Texas, effect of immigrants on jobs",Corporation
27150,Third World poverty,Corporation
27151,"""3K"" workplaces",Corporation
27152,Toshiba,Corporation
27156,Treaty of Guadalupe Hidalgo,Corporation
27157,"Tucson, and Chinatowns",Corporation
27158,"Underemployment, and African Americans",Corporation
27159,Undocumented immigrants,Corporation
27168,United States Department of Justice,Corporation
27169,United States v. Brignoni-Ponce,Corporation
27170,United States v. Joseph,Corporation
27171,United States v. Martinez-Fuerte,Corporation
27176,"Valenzuela, Abel",Person
27177,Venture capital investment,Corporation
27188,"Wang, An",Person
27191,Whirlpool,Person
27192,Whites,Person
27195,"Wilson, Governor Pete",Corporation
27196,"Wing, Linda, and human capital approach to immigrants and education",Corporation
27197,Women Infant and Child (program),Corporation
27198,"Workingman's Party, as force against Chinese",Corporation
27201,"Aarsleff, Hans",Person
27202,"Abraham, William E.",Person
27203,"Absolute, the",Corporation
27204,Absolutism,Person
27206,"Adams, Marilyn M.",Person
27207,"Adanson, Michel",Person
27208,"African philosophies, traditional",Corporation
27209,"Allerton, Robert",Person
27211,Analogies,Person
27212,"Anawati, G. -C.",Corporation
27213,Anaxagoras,Person
27214,Anthropological examples,Corporation
27215,Anthropological fieldwork,Corporation
27216,Anthropological informants,Corporation
27223,Arabic,Person
27224,"Armstrong, David",Person
27225,Astronomy,Person
27226,Atomism,Person
27227,Atoms,Person
27228,Australian aborigines,Corporation
27229,"Axtell, J.",Person
27230,Aztecs,Corporation
27231,Bacteria,Corporation
27232,"Baker, C. P.",Person
27234,"Barnes, R. H.",Person
27235,"Barr, J.",Person
27236,"Basso, K. H.",Person
27237,"Beauchamp, G. K.",Person
27238,"Beauty, contexts of",Corporation
27239,"Bennett, A. A.",Person
27240,"Bergson, Henri-Louis",Corporation
27241,"Berlin, B.",Person
27242,"Bharati, A.",Person
27243,Bhartrihari,Person
27244,"Bhattacharya, K.",Person
27245,"Biardeau, M.",Person
27246,Bilinguals,Person
27247,"Binnig, G.",Person
27248,Biological classification,Corporation
27249,Biology,Person
27250,"Biruni, al-",Person
27251,"Black, Max",Person
27252,"Blackburn, S.",Person
27253,Black Elk,Person
27254,Black Elk Speaks,Corporation
27255,"Bleicher, J.",Person
27256,"Boman, T.",Person
27257,"Book as World, The",Corporation
27258,"Booth, E.",Person
27259,Bootstrap theory,Corporation
27260,"Bourne, E. J.",Person
27261,"Boutroux, Emile",Person
27262,"Boyse, E. A.",Person
27263,Brain,Person
27264,Brain injury,Person
27265,"Brewer, R. G.",Person
